Geography,Geographic Area Name,population_25p_bachelors_or_higher
1400000US12001000201,Census Tract 2.01; Alachua County; Florida,807
1400000US12103025108,Census Tract 251.08; Pinellas County; Florida,777
1400000US12103025109,Census Tract 251.09; Pinellas County; Florida,616
1400000US12103025110,Census Tract 251.10; Pinellas County; Florida,1814
1400000US12103025111,Census Tract 251.11; Pinellas County; Florida,631
1400000US12103025112,Census Tract 251.12; Pinellas County; Florida,837
1400000US12103025113,Census Tract 251.13; Pinellas County; Florida,769
1400000US12103025114,Census Tract 251.14; Pinellas County; Florida,928
1400000US12103025115,Census Tract 251.15; Pinellas County; Florida,272
1400000US12103025116,Census Tract 251.16; Pinellas County; Florida,292
1400000US12103025119,Census Tract 251.19; Pinellas County; Florida,1400
1400000US12103025120,Census Tract 251.20; Pinellas County; Florida,1359
1400000US12103025121,Census Tract 251.21; Pinellas County; Florida,1475
1400000US12103025122,Census Tract 251.22; Pinellas County; Florida,1809
1400000US12103025123,Census Tract 251.23; Pinellas County; Florida,489
1400000US12103025204,Census Tract 252.04; Pinellas County; Florida,775
1400000US12103025205,Census Tract 252.05; Pinellas County; Florida,1276
1400000US12103025207,Census Tract 252.07; Pinellas County; Florida,1066
1400000US12103025208,Census Tract 252.08; Pinellas County; Florida,428
1400000US12103025209,Census Tract 252.09; Pinellas County; Florida,578
1400000US12103025210,Census Tract 252.10; Pinellas County; Florida,1130
1400000US12103025211,Census Tract 252.11; Pinellas County; Florida,491
1400000US12103025303,Census Tract 253.03; Pinellas County; Florida,1074
1400000US12103025305,Census Tract 253.05; Pinellas County; Florida,323
1400000US12103025307,Census Tract 253.07; Pinellas County; Florida,815
1400000US12103025309,Census Tract 253.09; Pinellas County; Florida,419
1400000US12103025310,Census Tract 253.10; Pinellas County; Florida,358
1400000US12103025311,Census Tract 253.11; Pinellas County; Florida,645
1400000US12103025401,Census Tract 254.01; Pinellas County; Florida,1387
1400000US12103025407,Census Tract 254.07; Pinellas County; Florida,1550
1400000US12103025411,Census Tract 254.11; Pinellas County; Florida,342
1400000US12103025412,Census Tract 254.12; Pinellas County; Florida,1197
1400000US12103025413,Census Tract 254.13; Pinellas County; Florida,708
1400000US12103025414,Census Tract 254.14; Pinellas County; Florida,548
1400000US12103025415,Census Tract 254.15; Pinellas County; Florida,687
1400000US12103025416,Census Tract 254.16; Pinellas County; Florida,519
1400000US12103025417,Census Tract 254.17; Pinellas County; Florida,409
1400000US12103025418,Census Tract 254.18; Pinellas County; Florida,567
1400000US12103025419,Census Tract 254.19; Pinellas County; Florida,541
1400000US12103025420,Census Tract 254.20; Pinellas County; Florida,525
1400000US12103025421,Census Tract 254.21; Pinellas County; Florida,1063
1400000US12103025501,Census Tract 255.01; Pinellas County; Florida,998
1400000US12103025505,Census Tract 255.05; Pinellas County; Florida,299
1400000US12103025507,Census Tract 255.07; Pinellas County; Florida,775
1400000US12103025508,Census Tract 255.08; Pinellas County; Florida,354
1400000US12103025509,Census Tract 255.09; Pinellas County; Florida,607
1400000US12103025510,Census Tract 255.10; Pinellas County; Florida,536
1400000US12103025602,Census Tract 256.02; Pinellas County; Florida,360
1400000US12103025603,Census Tract 256.03; Pinellas County; Florida,380
1400000US12103025604,Census Tract 256.04; Pinellas County; Florida,289
1400000US12103025700,Census Tract 257; Pinellas County; Florida,1911
1400000US12103025800,Census Tract 258; Pinellas County; Florida,547
1400000US12103025901,Census Tract 259.01; Pinellas County; Florida,899
1400000US12103025902,Census Tract 259.02; Pinellas County; Florida,773
1400000US12103026001,Census Tract 260.01; Pinellas County; Florida,1124
1400000US12103026003,Census Tract 260.03; Pinellas County; Florida,698
1400000US12103026004,Census Tract 260.04; Pinellas County; Florida,401
1400000US12103026101,Census Tract 261.01; Pinellas County; Florida,578
1400000US12103026102,Census Tract 261.02; Pinellas County; Florida,450
1400000US12103026200,Census Tract 262; Pinellas County; Florida,249
1400000US12103026300,Census Tract 263; Pinellas County; Florida,1039
1400000US12103026401,Census Tract 264.01; Pinellas County; Florida,456
1400000US12103026402,Census Tract 264.02; Pinellas County; Florida,296
1400000US12103026501,Census Tract 265.01; Pinellas County; Florida,655
1400000US12103026502,Census Tract 265.02; Pinellas County; Florida,802
1400000US12103026601,Census Tract 266.01; Pinellas County; Florida,938
1400000US12103026602,Census Tract 266.02; Pinellas County; Florida,462
1400000US12103026701,Census Tract 267.01; Pinellas County; Florida,1080
1400000US12103026703,Census Tract 267.03; Pinellas County; Florida,1306
1400000US12103026704,Census Tract 267.04; Pinellas County; Florida,1182
1400000US12103026705,Census Tract 267.05; Pinellas County; Florida,561
1400000US12103026804,Census Tract 268.04; Pinellas County; Florida,1148
1400000US12103026809,Census Tract 268.09; Pinellas County; Florida,1065
1400000US12103026811,Census Tract 268.11; Pinellas County; Florida,2118
1400000US12103026812,Census Tract 268.12; Pinellas County; Florida,1644
1400000US12103026813,Census Tract 268.13; Pinellas County; Florida,1293
1400000US12103026814,Census Tract 268.14; Pinellas County; Florida,361
1400000US12103026815,Census Tract 268.15; Pinellas County; Florida,1743
1400000US12103026816,Census Tract 268.16; Pinellas County; Florida,2514
1400000US12103026817,Census Tract 268.17; Pinellas County; Florida,1633
1400000US12103026818,Census Tract 268.18; Pinellas County; Florida,489
1400000US12103026819,Census Tract 268.19; Pinellas County; Florida,615
1400000US12103026820,Census Tract 268.20; Pinellas County; Florida,1151
1400000US12103026821,Census Tract 268.21; Pinellas County; Florida,564
1400000US12103026904,Census Tract 269.04; Pinellas County; Florida,738
1400000US12103026908,Census Tract 269.08; Pinellas County; Florida,1407
1400000US12103026909,Census Tract 269.09; Pinellas County; Florida,977
1400000US12103026911,Census Tract 269.11; Pinellas County; Florida,1114
1400000US12103026912,Census Tract 269.12; Pinellas County; Florida,889
1400000US12103026913,Census Tract 269.13; Pinellas County; Florida,844
1400000US12103026914,Census Tract 269.14; Pinellas County; Florida,1206
1400000US12103026915,Census Tract 269.15; Pinellas County; Florida,618
1400000US12103026916,Census Tract 269.16; Pinellas County; Florida,1133
1400000US12103026917,Census Tract 269.17; Pinellas County; Florida,547
1400000US12103027000,Census Tract 270; Pinellas County; Florida,1465
1400000US12103027105,Census Tract 271.05; Pinellas County; Florida,1176
1400000US12103027106,Census Tract 271.06; Pinellas County; Florida,1803
1400000US12103027107,Census Tract 271.07; Pinellas County; Florida,408
1400000US12103027108,Census Tract 271.08; Pinellas County; Florida,680
1400000US12103027202,Census Tract 272.02; Pinellas County; Florida,2242
1400000US12103027204,Census Tract 272.04; Pinellas County; Florida,1187
1400000US12103027206,Census Tract 272.06; Pinellas County; Florida,1883
1400000US12103027207,Census Tract 272.07; Pinellas County; Florida,1109
1400000US12103027208,Census Tract 272.08; Pinellas County; Florida,2370
1400000US12103027209,Census Tract 272.09; Pinellas County; Florida,547
1400000US12103027210,Census Tract 272.10; Pinellas County; Florida,1508
1400000US12103027211,Census Tract 272.11; Pinellas County; Florida,1855
1400000US12103027212,Census Tract 272.12; Pinellas County; Florida,1075
1400000US12103027308,Census Tract 273.08; Pinellas County; Florida,907
1400000US12103027309,Census Tract 273.09; Pinellas County; Florida,893
1400000US12103027314,Census Tract 273.14; Pinellas County; Florida,948
1400000US12103027316,Census Tract 273.16; Pinellas County; Florida,1111
1400000US12103027317,Census Tract 273.17; Pinellas County; Florida,1222
1400000US12103027318,Census Tract 273.18; Pinellas County; Florida,1333
1400000US12103027319,Census Tract 273.19; Pinellas County; Florida,1163
1400000US12103027320,Census Tract 273.20; Pinellas County; Florida,1558
1400000US12103027321,Census Tract 273.21; Pinellas County; Florida,618
1400000US12103027323,Census Tract 273.23; Pinellas County; Florida,863
1400000US12103027324,Census Tract 273.24; Pinellas County; Florida,1841
1400000US12103027325,Census Tract 273.25; Pinellas County; Florida,1731
1400000US12103027326,Census Tract 273.26; Pinellas County; Florida,1032
1400000US12103027327,Census Tract 273.27; Pinellas County; Florida,1308
1400000US12103027328,Census Tract 273.28; Pinellas County; Florida,1934
1400000US12103027329,Census Tract 273.29; Pinellas County; Florida,1400
1400000US12103027330,Census Tract 273.30; Pinellas County; Florida,725
1400000US12103027331,Census Tract 273.31; Pinellas County; Florida,811
1400000US12103027332,Census Tract 273.32; Pinellas County; Florida,904
1400000US12103027333,Census Tract 273.33; Pinellas County; Florida,1131
1400000US12103027401,Census Tract 274.01; Pinellas County; Florida,429
1400000US12103027404,Census Tract 274.04; Pinellas County; Florida,1682
1400000US12103027501,Census Tract 275.01; Pinellas County; Florida,2225
1400000US12103027503,Census Tract 275.03; Pinellas County; Florida,1403
1400000US12103027504,Census Tract 275.04; Pinellas County; Florida,762
1400000US12103027603,Census Tract 276.03; Pinellas County; Florida,759
1400000US12103027604,Census Tract 276.04; Pinellas County; Florida,1451
1400000US12103027605,Census Tract 276.05; Pinellas County; Florida,781
1400000US12103027606,Census Tract 276.06; Pinellas County; Florida,703
1400000US12103027701,Census Tract 277.01; Pinellas County; Florida,1307
1400000US12103027703,Census Tract 277.03; Pinellas County; Florida,430
1400000US12103027704,Census Tract 277.04; Pinellas County; Florida,1083
1400000US12103027801,Census Tract 278.01; Pinellas County; Florida,400
1400000US12103027802,Census Tract 278.02; Pinellas County; Florida,1172
1400000US12103027901,Census Tract 279.01; Pinellas County; Florida,1013
1400000US12103027905,Census Tract 279.05; Pinellas County; Florida,2118
1400000US12103028002,Census Tract 280.02; Pinellas County; Florida,2190
1400000US12103028004,Census Tract 280.04; Pinellas County; Florida,870
1400000US12103028005,Census Tract 280.05; Pinellas County; Florida,717
1400000US12103028006,Census Tract 280.06; Pinellas County; Florida,810
1400000US12103028102,Census Tract 281.02; Pinellas County; Florida,1797
1400000US12103028103,Census Tract 281.03; Pinellas County; Florida,564
1400000US12103028104,Census Tract 281.04; Pinellas County; Florida,1245
1400000US12103028200,Census Tract 282; Pinellas County; Florida,613
1400000US12103028300,Census Tract 283; Pinellas County; Florida,701
1400000US12103028403,Census Tract 284.03; Pinellas County; Florida,1078
1400000US12103028500,Census Tract 285; Pinellas County; Florida,755
1400000US12103028601,Census Tract 286.01; Pinellas County; Florida,1649
1400000US12103028602,Census Tract 286.02; Pinellas County; Florida,1259
1400000US12103028700,Census Tract 287; Pinellas County; Florida,359
1400000US12103990000,Census Tract 9900; Pinellas County; Florida,0
1400000US12103990100,Census Tract 9901; Pinellas County; Florida,0
1400000US12105010300,Census Tract 103; Polk County; Florida,444
1400000US12105010401,Census Tract 104.01; Polk County; Florida,446
1400000US12105010402,Census Tract 104.02; Polk County; Florida,659
1400000US12105010501,Census Tract 105.01; Polk County; Florida,571
1400000US12105010502,Census Tract 105.02; Polk County; Florida,1491
1400000US12105010601,Census Tract 106.01; Polk County; Florida,1032
1400000US12105010603,Census Tract 106.03; Polk County; Florida,851
1400000US12105010604,Census Tract 106.04; Polk County; Florida,1135
1400000US12105010701,Census Tract 107.01; Polk County; Florida,816
1400000US12105010702,Census Tract 107.02; Polk County; Florida,955
1400000US12105010800,Census Tract 108; Polk County; Florida,764
1400000US12105010900,Census Tract 109; Polk County; Florida,276
1400000US12105011000,Census Tract 110; Polk County; Florida,175
1400000US12105011100,Census Tract 111; Polk County; Florida,264
1400000US12105011202,Census Tract 112.02; Polk County; Florida,154
1400000US12105011203,Census Tract 112.03; Polk County; Florida,272
1400000US12105011204,Census Tract 112.04; Polk County; Florida,42
1400000US12105011300,Census Tract 113; Polk County; Florida,152
1400000US12105011400,Census Tract 114; Polk County; Florida,466
1400000US12105011501,Census Tract 115.01; Polk County; Florida,277
1400000US12105011502,Census Tract 115.02; Polk County; Florida,1611
1400000US12105011603,Census Tract 116.03; Polk County; Florida,313
1400000US12105011604,Census Tract 116.04; Polk County; Florida,435
1400000US12105011605,Census Tract 116.05; Polk County; Florida,694
1400000US12105011606,Census Tract 116.06; Polk County; Florida,131
1400000US12105011704,Census Tract 117.04; Polk County; Florida,180
1400000US12105011721,Census Tract 117.21; Polk County; Florida,195
1400000US12105011722,Census Tract 117.22; Polk County; Florida,247
1400000US12105011731,Census Tract 117.31; Polk County; Florida,294
1400000US12105011732,Census Tract 117.32; Polk County; Florida,379
1400000US12105011821,Census Tract 118.21; Polk County; Florida,845
1400000US12105011822,Census Tract 118.22; Polk County; Florida,1104
1400000US12105011832,Census Tract 118.32; Polk County; Florida,896
1400000US12105011834,Census Tract 118.34; Polk County; Florida,1969
1400000US12105011835,Census Tract 118.35; Polk County; Florida,1615
1400000US12105011836,Census Tract 118.36; Polk County; Florida,755
1400000US12105011837,Census Tract 118.37; Polk County; Florida,1162
1400000US12105011838,Census Tract 118.38; Polk County; Florida,900
1400000US12105011901,Census Tract 119.01; Polk County; Florida,720
1400000US12105011902,Census Tract 119.02; Polk County; Florida,529
1400000US12105011908,Census Tract 119.08; Polk County; Florida,740
1400000US12105011909,Census Tract 119.09; Polk County; Florida,1115
1400000US12105011910,Census Tract 119.10; Polk County; Florida,189
1400000US12105011911,Census Tract 119.11; Polk County; Florida,1137
1400000US12105011912,Census Tract 119.12; Polk County; Florida,735
1400000US12105011913,Census Tract 119.13; Polk County; Florida,455
1400000US12105012001,Census Tract 120.01; Polk County; Florida,439
1400000US12105012002,Census Tract 120.02; Polk County; Florida,350
1400000US12105012003,Census Tract 120.03; Polk County; Florida,1097
1400000US12105012004,Census Tract 120.04; Polk County; Florida,924
1400000US12105012113,Census Tract 121.13; Polk County; Florida,868
1400000US12105012124,Census Tract 121.24; Polk County; Florida,553
1400000US12105012125,Census Tract 121.25; Polk County; Florida,185
1400000US12105012126,Census Tract 121.26; Polk County; Florida,954
1400000US12105012127,Census Tract 121.27; Polk County; Florida,1869
1400000US12105012128,Census Tract 121.28; Polk County; Florida,857
1400000US12105012130,Census Tract 121.30; Polk County; Florida,168
1400000US12105012131,Census Tract 121.31; Polk County; Florida,650
1400000US12105012132,Census Tract 121.32; Polk County; Florida,419
1400000US12105012133,Census Tract 121.33; Polk County; Florida,431
1400000US12105012203,Census Tract 122.03; Polk County; Florida,370
1400000US12105012207,Census Tract 122.07; Polk County; Florida,836
1400000US12105012208,Census Tract 122.08; Polk County; Florida,733
1400000US12105012209,Census Tract 122.09; Polk County; Florida,1588
1400000US12105012303,Census Tract 123.03; Polk County; Florida,564
1400000US12105012304,Census Tract 123.04; Polk County; Florida,1184
1400000US12105012305,Census Tract 123.05; Polk County; Florida,105
1400000US12105012306,Census Tract 123.06; Polk County; Florida,254
1400000US12105012307,Census Tract 123.07; Polk County; Florida,263
1400000US12105012309,Census Tract 123.09; Polk County; Florida,179
1400000US12105012404,Census Tract 124.04; Polk County; Florida,100
1400000US12105012405,Census Tract 124.05; Polk County; Florida,2684
1400000US12105012407,Census Tract 124.07; Polk County; Florida,95
1400000US12105012408,Census Tract 124.08; Polk County; Florida,1534
1400000US12105012409,Census Tract 124.09; Polk County; Florida,334
1400000US12105012410,Census Tract 124.10; Polk County; Florida,630
1400000US12105012411,Census Tract 124.11; Polk County; Florida,1539
1400000US12105012412,Census Tract 124.12; Polk County; Florida,1882
1400000US12105012413,Census Tract 124.13; Polk County; Florida,2027
1400000US12105012414,Census Tract 124.14; Polk County; Florida,476
1400000US12105012415,Census Tract 124.15; Polk County; Florida,794
1400000US12105012502,Census Tract 125.02; Polk County; Florida,2854
1400000US12105012506,Census Tract 125.06; Polk County; Florida,2814
1400000US12105012508,Census Tract 125.08; Polk County; Florida,346
1400000US12105012509,Census Tract 125.09; Polk County; Florida,656
1400000US12105012510,Census Tract 125.10; Polk County; Florida,310
1400000US12105012511,Census Tract 125.11; Polk County; Florida,337
1400000US12105012512,Census Tract 125.12; Polk County; Florida,1423
1400000US12105012513,Census Tract 125.13; Polk County; Florida,2829
1400000US12105012514,Census Tract 125.14; Polk County; Florida,2113
1400000US12105012515,Census Tract 125.15; Polk County; Florida,1125
1400000US12105012601,Census Tract 126.01; Polk County; Florida,805
1400000US12105012602,Census Tract 126.02; Polk County; Florida,264
1400000US12105012701,Census Tract 127.01; Polk County; Florida,708
1400000US12105012702,Census Tract 127.02; Polk County; Florida,241
1400000US12105012802,Census Tract 128.02; Polk County; Florida,1277
1400000US12105012803,Census Tract 128.03; Polk County; Florida,678
1400000US12105012804,Census Tract 128.04; Polk County; Florida,1294
1400000US12105012900,Census Tract 129; Polk County; Florida,1347
1400000US12105013001,Census Tract 130.01; Polk County; Florida,581
1400000US12105013002,Census Tract 130.02; Polk County; Florida,509
1400000US12105013101,Census Tract 131.01; Polk County; Florida,931
1400000US12105013102,Census Tract 131.02; Polk County; Florida,310
1400000US12105013103,Census Tract 131.03; Polk County; Florida,64
1400000US12105013200,Census Tract 132; Polk County; Florida,59
1400000US12105013300,Census Tract 133; Polk County; Florida,149
1400000US12105013400,Census Tract 134; Polk County; Florida,347
1400000US12105013500,Census Tract 135; Polk County; Florida,846
1400000US12105013601,Census Tract 136.01; Polk County; Florida,159
1400000US12105013602,Census Tract 136.02; Polk County; Florida,116
1400000US12105013701,Census Tract 137.01; Polk County; Florida,245
1400000US12105013702,Census Tract 137.02; Polk County; Florida,648
1400000US12105013801,Census Tract 138.01; Polk County; Florida,476
1400000US12105013802,Census Tract 138.02; Polk County; Florida,849
1400000US12105013901,Census Tract 139.01; Polk County; Florida,163
1400000US12105013902,Census Tract 139.02; Polk County; Florida,1384
1400000US12105014001,Census Tract 140.01; Polk County; Florida,1293
1400000US12105014003,Census Tract 140.03; Polk County; Florida,664
1400000US12105014005,Census Tract 140.05; Polk County; Florida,1119
1400000US12105014006,Census Tract 140.06; Polk County; Florida,746
1400000US12105014104,Census Tract 141.04; Polk County; Florida,252
1400000US12105014121,Census Tract 141.21; Polk County; Florida,480
1400000US12105014123,Census Tract 141.23; Polk County; Florida,1373
1400000US12105014124,Census Tract 141.24; Polk County; Florida,284
1400000US12105014126,Census Tract 141.26; Polk County; Florida,812
1400000US12105014127,Census Tract 141.27; Polk County; Florida,1185
1400000US12105014128,Census Tract 141.28; Polk County; Florida,811
1400000US12105014129,Census Tract 141.29; Polk County; Florida,330
1400000US12105014130,Census Tract 141.30; Polk County; Florida,450
1400000US12105014131,Census Tract 141.31; Polk County; Florida,108
1400000US12105014201,Census Tract 142.01; Polk County; Florida,686
1400000US12105014202,Census Tract 142.02; Polk County; Florida,543
1400000US12105014203,Census Tract 142.03; Polk County; Florida,335
1400000US12105014301,Census Tract 143.01; Polk County; Florida,143
1400000US12105014303,Census Tract 143.03; Polk County; Florida,743
1400000US12105014304,Census Tract 143.04; Polk County; Florida,374
1400000US12105014401,Census Tract 144.01; Polk County; Florida,2197
1400000US12105014402,Census Tract 144.02; Polk County; Florida,93
1400000US12105014501,Census Tract 145.01; Polk County; Florida,1086
1400000US12105014502,Census Tract 145.02; Polk County; Florida,230
1400000US12105014600,Census Tract 146; Polk County; Florida,402
1400000US12105014701,Census Tract 147.01; Polk County; Florida,586
1400000US12105014703,Census Tract 147.03; Polk County; Florida,576
1400000US12105014704,Census Tract 147.04; Polk County; Florida,671
1400000US12105014802,Census Tract 148.02; Polk County; Florida,448
1400000US12105014803,Census Tract 148.03; Polk County; Florida,967
1400000US12105014804,Census Tract 148.04; Polk County; Florida,2809
1400000US12105014903,Census Tract 149.03; Polk County; Florida,143
1400000US12105014904,Census Tract 149.04; Polk County; Florida,336
1400000US12105014905,Census Tract 149.05; Polk County; Florida,178
1400000US12105014906,Census Tract 149.06; Polk County; Florida,1051
1400000US12105015000,Census Tract 150; Polk County; Florida,625
1400000US12105015101,Census Tract 151.01; Polk County; Florida,805
1400000US12105015102,Census Tract 151.02; Polk County; Florida,702
1400000US12105015200,Census Tract 152; Polk County; Florida,376
1400000US12105015301,Census Tract 153.01; Polk County; Florida,219
1400000US12105015302,Census Tract 153.02; Polk County; Florida,161
1400000US12105015401,Census Tract 154.01; Polk County; Florida,270
1400000US12105015402,Census Tract 154.02; Polk County; Florida,321
1400000US12105015404,Census Tract 154.04; Polk County; Florida,416
1400000US12105015405,Census Tract 154.05; Polk County; Florida,374
1400000US12105015500,Census Tract 155; Polk County; Florida,497
1400000US12105015600,Census Tract 156; Polk County; Florida,358
1400000US12105015701,Census Tract 157.01; Polk County; Florida,337
1400000US12105015702,Census Tract 157.02; Polk County; Florida,288
1400000US12105015801,Census Tract 158.01; Polk County; Florida,250
1400000US12105015802,Census Tract 158.02; Polk County; Florida,178
1400000US12105015900,Census Tract 159; Polk County; Florida,159
1400000US12105016001,Census Tract 160.01; Polk County; Florida,212
1400000US12105016002,Census Tract 160.02; Polk County; Florida,35
1400000US12105016003,Census Tract 160.03; Polk County; Florida,189
1400000US12105016100,Census Tract 161; Polk County; Florida,11
1400000US12105016400,Census Tract 164; Polk County; Florida,358
1400000US12105980000,Census Tract 9800; Polk County; Florida,0
1400000US12107950100,Census Tract 9501; Putnam County; Florida,452
1400000US12107950201,Census Tract 9502.01; Putnam County; Florida,413
1400000US12107950202,Census Tract 9502.02; Putnam County; Florida,303
1400000US12107950300,Census Tract 9503; Putnam County; Florida,1004
1400000US12107950400,Census Tract 9504; Putnam County; Florida,425
1400000US12107950500,Census Tract 9505; Putnam County; Florida,856
1400000US12107950600,Census Tract 9506; Putnam County; Florida,542
1400000US12107950700,Census Tract 9507; Putnam County; Florida,179
1400000US12107950800,Census Tract 9508; Putnam County; Florida,284
1400000US12107950900,Census Tract 9509; Putnam County; Florida,613
1400000US12107951000,Census Tract 9510; Putnam County; Florida,548
1400000US12107951100,Census Tract 9511; Putnam County; Florida,556
1400000US12107951200,Census Tract 9512; Putnam County; Florida,347
1400000US12107951300,Census Tract 9513; Putnam County; Florida,386
1400000US12107951401,Census Tract 9514.01; Putnam County; Florida,285
1400000US12107951402,Census Tract 9514.02; Putnam County; Florida,290
1400000US12107980000,Census Tract 9800; Putnam County; Florida,0
1400000US12109020200,Census Tract 202; St. Johns County; Florida,1229
1400000US12109020300,Census Tract 203; St. Johns County; Florida,731
1400000US12109020400,Census Tract 204; St. Johns County; Florida,597
1400000US12109020500,Census Tract 205; St. Johns County; Florida,1504
1400000US12109020603,Census Tract 206.03; St. Johns County; Florida,777
1400000US12109020604,Census Tract 206.04; St. Johns County; Florida,1507
1400000US12109020605,Census Tract 206.05; St. Johns County; Florida,9036
1400000US12109020606,Census Tract 206.06; St. Johns County; Florida,4428
1400000US12109020704,Census Tract 207.04; St. Johns County; Florida,1854
1400000US12109020705,Census Tract 207.05; St. Johns County; Florida,3343
1400000US12109020706,Census Tract 207.06; St. Johns County; Florida,1510
1400000US12109020707,Census Tract 207.07; St. Johns County; Florida,2177
1400000US12109020708,Census Tract 207.08; St. Johns County; Florida,3926
1400000US12109020710,Census Tract 207.10; St. Johns County; Florida,1324
1400000US12109020712,Census Tract 207.12; St. Johns County; Florida,780
1400000US12109020713,Census Tract 207.13; St. Johns County; Florida,1433
1400000US12109020801,Census Tract 208.01; St. Johns County; Florida,3816
1400000US12109020802,Census Tract 208.02; St. Johns County; Florida,1397
1400000US12109020803,Census Tract 208.03; St. Johns County; Florida,1351
1400000US12109020804,Census Tract 208.04; St. Johns County; Florida,2010
1400000US12109020807,Census Tract 208.07; St. Johns County; Florida,1747
1400000US12109020808,Census Tract 208.08; St. Johns County; Florida,4927
1400000US12109020809,Census Tract 208.09; St. Johns County; Florida,3801
1400000US12109020810,Census Tract 208.10; St. Johns County; Florida,2774
1400000US12109020811,Census Tract 208.11; St. Johns County; Florida,1276
1400000US12109020903,Census Tract 209.03; St. Johns County; Florida,1102
1400000US12109020904,Census Tract 209.04; St. Johns County; Florida,4850
1400000US12109020905,Census Tract 209.05; St. Johns County; Florida,4147
1400000US12109020906,Census Tract 209.06; St. Johns County; Florida,2769
1400000US12109020907,Census Tract 209.07; St. Johns County; Florida,3767
1400000US12109020908,Census Tract 209.08; St. Johns County; Florida,4677
1400000US12109021002,Census Tract 210.02; St. Johns County; Florida,914
1400000US12109021003,Census Tract 210.03; St. Johns County; Florida,572
1400000US12109021004,Census Tract 210.04; St. Johns County; Florida,774
1400000US12109021101,Census Tract 211.01; St. Johns County; Florida,691
1400000US12109021102,Census Tract 211.02; St. Johns County; Florida,1034
1400000US12109021103,Census Tract 211.03; St. Johns County; Florida,441
1400000US12109021207,Census Tract 212.07; St. Johns County; Florida,1131
1400000US12109021208,Census Tract 212.08; St. Johns County; Florida,1452
1400000US12109021209,Census Tract 212.09; St. Johns County; Florida,947
1400000US12109021210,Census Tract 212.10; St. Johns County; Florida,1177
1400000US12109021211,Census Tract 212.11; St. Johns County; Florida,1188
1400000US12109021301,Census Tract 213.01; St. Johns County; Florida,2097
1400000US12109021302,Census Tract 213.02; St. Johns County; Florida,1491
1400000US12109021403,Census Tract 214.03; St. Johns County; Florida,981
1400000US12109021404,Census Tract 214.04; St. Johns County; Florida,1062
1400000US12109021408,Census Tract 214.08; St. Johns County; Florida,2890
1400000US12109021409,Census Tract 214.09; St. Johns County; Florida,1178
1400000US12109021410,Census Tract 214.10; St. Johns County; Florida,1092
1400000US12109990100,Census Tract 9901; St. Johns County; Florida,0
1400000US12109990200,Census Tract 9902; St. Johns County; Florida,0
1400000US12111380100,Census Tract 3801; St. Lucie County; Florida,75
1400000US12111380200,Census Tract 3802; St. Lucie County; Florida,208
1400000US12111380300,Census Tract 3803; St. Lucie County; Florida,224
1400000US12111380400,Census Tract 3804; St. Lucie County; Florida,749
1400000US12111380500,Census Tract 3805; St. Lucie County; Florida,671
1400000US12111380600,Census Tract 3806; St. Lucie County; Florida,254
1400000US12111380700,Census Tract 3807; St. Lucie County; Florida,1260
1400000US12111380800,Census Tract 3808; St. Lucie County; Florida,475
1400000US12111380901,Census Tract 3809.01; St. Lucie County; Florida,263
1400000US12111380902,Census Tract 3809.02; St. Lucie County; Florida,775
1400000US12111381000,Census Tract 3810; St. Lucie County; Florida,203
1400000US12111381103,Census Tract 3811.03; St. Lucie County; Florida,550
1400000US12111381104,Census Tract 3811.04; St. Lucie County; Florida,436
1400000US12111381105,Census Tract 3811.05; St. Lucie County; Florida,218
1400000US12111381106,Census Tract 3811.06; St. Lucie County; Florida,365
1400000US12111381107,Census Tract 3811.07; St. Lucie County; Florida,308
1400000US12111381204,Census Tract 3812.04; St. Lucie County; Florida,1535
1400000US12111381300,Census Tract 3813; St. Lucie County; Florida,1769
1400000US12111381401,Census Tract 3814.01; St. Lucie County; Florida,882
1400000US12111381402,Census Tract 3814.02; St. Lucie County; Florida,935
1400000US12111381504,Census Tract 3815.04; St. Lucie County; Florida,683
1400000US12111381505,Census Tract 3815.05; St. Lucie County; Florida,1115
1400000US12111381506,Census Tract 3815.06; St. Lucie County; Florida,1216
1400000US12111381507,Census Tract 3815.07; St. Lucie County; Florida,1140
1400000US12111381508,Census Tract 3815.08; St. Lucie County; Florida,1140
1400000US12111381602,Census Tract 3816.02; St. Lucie County; Florida,870
1400000US12111381603,Census Tract 3816.03; St. Lucie County; Florida,1052
1400000US12111381604,Census Tract 3816.04; St. Lucie County; Florida,146
1400000US12111381605,Census Tract 3816.05; St. Lucie County; Florida,546
1400000US12111381701,Census Tract 3817.01; St. Lucie County; Florida,1153
1400000US12111381702,Census Tract 3817.02; St. Lucie County; Florida,636
1400000US12111381802,Census Tract 3818.02; St. Lucie County; Florida,809
1400000US12111381803,Census Tract 3818.03; St. Lucie County; Florida,1183
1400000US12111381804,Census Tract 3818.04; St. Lucie County; Florida,1478
1400000US12111381900,Census Tract 3819; St. Lucie County; Florida,1727
1400000US12111382007,Census Tract 3820.07; St. Lucie County; Florida,760
1400000US12111382008,Census Tract 3820.08; St. Lucie County; Florida,1507
1400000US12111382009,Census Tract 3820.09; St. Lucie County; Florida,843
1400000US12111382010,Census Tract 3820.10; St. Lucie County; Florida,131
1400000US12111382011,Census Tract 3820.11; St. Lucie County; Florida,415
1400000US12111382012,Census Tract 3820.12; St. Lucie County; Florida,1040
